call_site,call_kind,containing_function,source_path,line,expression,message
005366f3,register-indirect,00536570,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,252,pTarget,
00536be1,direct,00536ad0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
00536e6b,direct,00536d60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
00537037,direct,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
00537433,direct,00537380,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
005377ad,register-indirect,00537780,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
005377f1,register-indirect,00537780,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
0053780c,register-indirect,00537780,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,835,pSource->iMonsterID != -1,
005378ae,register-indirect,00537780,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
005378d8,register-indirect,00537780,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
00537936,direct,00537780,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,843,FALSE,
00537cd3,direct,00537b00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
00537e59,direct,00537d20,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
00538014,direct,00537ed0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053842f,direct,005383e0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1177,pSortBuffer != NULL,
005388eb,direct,005387f0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
00538c97,direct,00538c00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1888,pMonster,
00538ead,direct,00538e00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053903b,direct,00538e00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3285,pSource != NULL,
00539301,direct,005392e0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1765,uiGroupID != BAD_INDEX,
00539672,direct,00539630,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1888,pMonster,
0053988c,direct,00539870,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2040,pMonsterInfo,
0053996e,direct,005398d0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2040,pMonsterInfo,
00539a57,direct,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
00539aa0,register-indirect,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
00539abc,register-indirect,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2124,pSource->iMonsterID != -1,
00539b20,direct,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2132,pSource->iType == SOURCE_TYPE_3D_POINT,
0053a5aa,direct,0053a440,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053a9fe,direct,0053a930,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053ab62,direct,0053a930,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1888,pMonster,
0053ace1,direct,0053ac30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1888,pMonster,
0053adac,direct,0053ac30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1888,pMonster,
0053b53e,direct,0053b480,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053b741,direct,0053b660,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053b8e5,direct,0053b7f0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3119,FALSE,
0053b9ed,direct,0053b920,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
0053bb6a,direct,0053ba20,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
0053bbb6,direct,0053ba20,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3207,FALSE,
0053bdc7,direct,0053bc90,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
0053be1a,direct,0053be00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053be6a,direct,0053be50,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3285,pSource != NULL,
0053bec2,direct,0053bea0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
0053beff,direct,0053bea0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3307,pSource->fBackfire || pSource->fReflection,
0053bf32,direct,0053bf10,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
0053bf6f,direct,0053bf10,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3328,pSource->fBackfire || pSource->fReflection,
0053c342,direct,0053c320,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
0053c37a,direct,0053c320,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3307,pSource->fBackfire || pSource->fReflection,
0053c3a1,direct,0053c320,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
0053c3d6,direct,0053c320,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3328,pSource->fBackfire || pSource->fReflection,
0053c412,direct,0053c3f0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
0053c448,direct,0053c3f0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3307,pSource->fBackfire || pSource->fReflection,
0053c4c9,register-indirect,0053c490,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
0053c51a,register-indirect,0053c490,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
0053c619,direct,0053c490,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3577,FALSE,
0053c885,direct,0053c720,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3756,pMonsterInfo->uiHPMax > 0,
0053cc1c,direct,0053c990,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
0053cc76,direct,0053c990,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3207,FALSE,
0053d153,direct,0053d010,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
0053d2b8,direct,0053d2a0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053d346,register-indirect,0053d310,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053d3d9,direct,0053d390,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053d4cb,direct,0053d4b0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,235,uiAttack < MAX_MONSTER_ATTACKS,
0053d6cb,direct,0053d680,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053d78d,direct,0053d680,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053d809,direct,0053d7f0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053d88d,direct,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,436,uiChar < MAX_CHARS,
0053d8fb,direct,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053df17,direct,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,640,CHAR_CURRENT_TARGET(uiChar).iType == TARGET_TYPE_CHAR,
0053df3d,direct,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,641,CHAR_CURRENT_TARGET(uiChar).iChar != BAD_INDEX,
0053e00a,direct,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,671,pPC->Hand[uiHand].uiHolds != HOLDS_NOTHING,
0053e554,direct,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,857,plsFumbleTargetList != NULL,
0053e5dc,direct,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4560,uiNumTargets > 0,
0053e6f0,direct,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4734,uiChoices > 0,
0053e71f,direct,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4738,pListElement != NULL,
0053f865,direct,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,1553,pCmbt->uiSwingsRemaining > 0,
0053f8bf,direct,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
0053fec3,register-indirect,0053fea0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,1780,pMonsterInfo != NULL,
0053fee0,register-indirect,0053fea0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,1781,pMonsterDB != NULL,
0053fefc,register-indirect,0053fea0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,1784,pCmbt != NULL,
00540118,direct,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,1864,FALSE,
0054038e,direct,00540170,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2012,plsFumbleTargetList != NULL,
0054041a,direct,00540170,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4560,uiNumTargets > 0,
005404d6,direct,00540170,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4734,uiChoices > 0,
00540505,direct,00540170,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4738,pListElement != NULL,
005405de,direct,00540170,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2059,pMonsterInfo->fMissileReleased,
0054103c,direct,00540170,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2384,pCmbt->uiSwingsRemaining > 0,
00541998,direct,00541630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2769,pMonsterInfo->Target.iType == TARGET_TYPE_MONSTER,
00541b01,direct,00541630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2813,pAttack->ubWeaponNameIndex != MON_WEAPON_NAME_UNARMED,
00542111,direct,005420b0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3056,gpCombat->TargetHit.iMonsterID != BAD_INDEX,
0054219c,direct,005420b0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3071,gpCombat->TargetHit.iChar != BAD_INDEX,
005423ca,direct,005420b0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3164,pPC->Hand[uiHand].uiHolds != HOLDS_NOTHING,
00542468,direct,005420b0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3152,pPC->Hand[uiHand].uiHolds == HOLDS_NOTHING,
00542518,direct,005420b0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3157,pPC->Hand[uiHand].uiHolds == HOLDS_NOTHING,
005429a1,direct,00542960,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3387,gpCombat->TargetHit.iChar != BAD_INDEX,
00542a54,direct,00542960,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3400,gpCombat->TargetHit.iMonsterID != BAD_INDEX,
00542d0a,register-indirect,00542ca0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3505,pPC->EquippedItem[uiWeaponSlot].iItemNo != -1,
00542d4d,register-indirect,00542ca0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3510,fsAttackModes > 0,
00542d68,register-indirect,00542ca0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3557,fsAttackModes != 0,
00542dcd,direct,00542db0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3557,fsAttackModes != 0,
00542e8a,direct,00542e10,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3663,FALSE,AttackModeMod: ERROR - Invalid attack mode
00542f91,direct,00542ee0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3784,FALSE,
00543097,direct,00542fc0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3834,FALSE,
0054324e,direct,00543110,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4006,FALSE,BlockedForSpecialReason: Unknown target type
0054331b,register-indirect,00543270,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4117,pTarget->iChar != BAD_INDEX,
00543349,register-indirect,00543270,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4118,fCHAR_OCCUPIED(pTarget->iChar),
0054339b,register-indirect,00543270,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4124,pTarget->iType == TARGET_TYPE_MONSTER,
005433b7,register-indirect,00543270,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4125,pTarget->iMonsterID != BAD_INDEX,
00543e31,register-indirect,00543dc0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4706,pTarget,
00543eae,register-indirect,00543dc0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4706,pTarget,
00543ee7,register-indirect,00543dc0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4723,iListIndex != BAD_INDEX,
00543fb0,register-indirect,00543dc0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4706,pTarget,
005440a6,register-indirect,00544010,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4706,pTarget,
005440df,register-indirect,00544010,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4723,iListIndex != BAD_INDEX,
00544173,register-indirect,00544010,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4706,pTarget,
005441ef,register-indirect,00544010,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4706,pTarget,
0054437b,direct,00544250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4775,SourceIsMonster(pSource),
0054476c,direct,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4952,FALSE,FireMissileSourceToTarget: Unknown target type
005448ad,direct,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4998,pSource->iMonsterID != -1,
00544ab7,direct,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,5097,pMissileFired,
00544b40,direct,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,5050,FALSE,
005458f4,register-indirect,005458a0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT,
00545a70,direct,00545a00,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,5788,FALSE,
0054623d,direct,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6170,FALSE,
0054639a,direct,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6191,FALSE,
005464d3,direct,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6205,FALSE,
005466ff,direct,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6268,uiSuccessfulCnt > 0,
00546a5d,direct,005468d0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6546,FALSE,
00546b63,register-indirect,00546b40,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6637,pTarget != NULL,
00546f61,direct,00546f10,C:\Projects\Wizardry 8\Local Code\Combat Hostility.cpp,105,FALSE,MonsterVsCharDisposition: ERROR - Invalid attack mode
0054734f,direct,00547310,C:\Projects\Wizardry 8\Local Code\Combat Hostility.cpp,450,iType < SPELL_COUNT,
005473e7,direct,00547310,C:\Projects\Wizardry 8\Local Code\Combat Hostility.cpp,450,iType < SPELL_COUNT,
00547475,direct,00547440,C:\Projects\Wizardry 8\Local Code\Combat Hostility.cpp,450,iType < SPELL_COUNT,
005474d1,direct,005474b0,C:\Projects\Wizardry 8\Local Code\Combat Hostility.cpp,450,iType < SPELL_COUNT,
00548fa7,direct,00548f90,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,45,VideoObjectsInitialized(),
0054900a,direct,00548f90,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
00549080,direct,00548f90,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,62,fReturnCode,
005490b6,register-indirect,00549090,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,76,VideoObjectsInitialized(),
005490d5,register-indirect,00549090,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,212,VideoObjectsInitialized(),
00549129,register-indirect,00549090,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
005491e8,register-indirect,00549090,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
00549228,register-indirect,00549090,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,104,fReturnCode,
00549272,register-indirect,00549250,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,156,VideoObjectsInitialized(),
005492b4,register-indirect,00549250,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,133,fReturnCode,
00549302,register-indirect,005492e0,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,175,VideoObjectsInitialized(),
005493aa,direct,00549390,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,230,VideoObjectsInitialized(),
005493fa,direct,005493e0,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,242,VideoObjectsInitialized(),
00549444,register-indirect,00549420,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,253,VideoObjectsInitialized(),
00549475,register-indirect,00549420,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
005494bf,register-indirect,00549420,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,242,VideoObjectsInitialized(),
00549557,direct,005494f0,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
005496ba,direct,00549660,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
0054975a,direct,00549700,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
0054980f,direct,005497c0,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,413,VideoObjectsInitialized(),
005498c4,register-indirect,005498a0,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,441,VideoObjectsInitialized(),
0054990b,register-indirect,005498a0,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
00549995,direct,00549950,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp,221,VideoObjectsInitialized(),
00549a64,direct,005499d0,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,104,FileExists(zSoundFileName),
00549cae,register-indirect,00549b00,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,227,(iRow == WPNSND_NUM_WEAPONS),Error reading the Attack Sounds portion of HitSounds.txt!
00549da4,register-indirect,00549b00,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,254,(iRow >= 0) && (iRow < WPNSND_NUM_IMPACTS),"Error in HITSOUNDS.TXT file, bad row counter value"
00549dc6,register-indirect,00549b00,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,255,(iColumn >= 0) && (iColumn < MATSND_NUM_SOUNDS),"Error in HITSOUNDS.TXT file, bad column counter value"
0054a00c,direct,00549f50,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,168,FALSE,PCItemInACSlot: ERROR - Invalid AC location
0054a076,direct,00549f50,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,415,FALSE,MakePCHitSound : Unknown target type
0054a175,direct,0054a0e0,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,168,FALSE,PCItemInACSlot: ERROR - Invalid AC location
0054a1e0,direct,0054a0e0,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,465,FALSE,MakePCHitSound : Unknown target type
0054a2fb,direct,0054a270,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,168,FALSE,PCItemInACSlot: ERROR - Invalid AC location
0054a366,direct,0054a270,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp,504,FALSE,MakePCHitSound : Unknown target type
0054a8c3,direct,0054a8a0,C:\Projects\Wizardry 8\Local Code\GameplayDatabase.cpp,320,uiMonsterIndex < gXStatus.uiMonstersInDatabase,
0054a9ca,register-indirect,0054a9a0,C:\Projects\Wizardry 8\Local Code\GameplayDatabase.cpp,378,uiEndIndex < gXStatus.uiMonstersInDatabase,
0054a9e8,register-indirect,0054a9a0,C:\Projects\Wizardry 8\Local Code\GameplayDatabase.cpp,379,uiStartIndex <= uiEndIndex,
0054b95c,direct,0054b810,C:\Projects\Wizardry 8\Local Code\Configuration.cpp,217,FALSE,
0054bb51,direct,0054ba00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,3339,FALSE,
0054c067,direct,0054ba00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,450,SourceIsCharacter(&(pQueue->Source)),
0054c11c,register-indirect,0054ba00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2186,iChar != -1,
0054c1db,direct,0054ba00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2671,SourceIsCharacter(&(pQueue->Source)),
0054ca86,register-indirect,0054c930,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,700,pMonsterInfo,
0054cc8b,direct,0054cbf0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,793,fFound,
0054cd4b,direct,0054cbf0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,782,pMonsterInfo,
0054ce04,direct,0054cdd0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,809,gXStatus.fCombatMode,
0054ceb7,direct,0054cdd0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,863,fFound,
0054cfa8,direct,0054cdd0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,835,pMonsterInfo,
0054d122,direct,0054d100,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,900,gXStatus.fCombatMode,
0054d28e,direct,0054d100,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,936,pMonsterInfo,
0054d3ac,direct,0054d380,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,965,gXStatus.fCombatMode,
0054d446,direct,0054d380,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1009,fFound,
0054d4fc,direct,0054d380,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,985,pMonsterInfo,
0054d68f,direct,0054d5c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1036,iChar != -1,
0054d8cb,direct,0054d5c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1086,pMonsterInfo,
0054dcbb,direct,0054dbe0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1215,iChar != -1,
0054de37,direct,0054dbe0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1241,pMonsterInfo,
0054df86,direct,0054df00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1281,iChar != -1,
0054e1f4,direct,0054df00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1369,pMonsterInfo,
0054e497,direct,0054e3f0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1458,iChar != -1,
0054e588,direct,0054e3f0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1481,pMonsterInfo,
0054e688,direct,0054e610,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1518,(pQueue->Target.iType == TARGET_TYPE_CHAR),
0054e9d9,direct,0054e950,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1684,iChar != -1,
0054eb3c,direct,0054e950,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1709,pMonsterInfo,
0054ed0d,direct,0054ec80,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1768,iChar != -1,
0054ee9f,direct,0054ec80,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1797,pMonsterInfo,
0054f131,direct,0054ec80,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1849,pMonsterInfo,
0054f206,direct,0054f190,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1886,iChar != -1,
0054f33b,direct,0054f190,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,1918,pMonsterInfo,
0054f588,direct,0054f520,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2017,iChar != -1,
0054f6d1,direct,0054f520,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2049,pMonsterInfo,
0054f903,register-indirect,0054f8c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2147,iChar != -1,
0054f9c7,register-indirect,0054f8c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2162,pMonsterInfo,
0054fb1d,direct,0054fa30,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2250,iChar != -1,
0054fd6b,direct,0054fa30,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2312,pMonsterInfo,
0055031c,direct,005500c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2572,pGroup,
005503f5,direct,005500c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,4060,pMonsterInfo,
0055046a,direct,005500c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,4060,pMonsterInfo,
00550729,direct,005500c0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,3339,FALSE,
005507fc,direct,005507d0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2685,SourceIsCharacter(&(pQueue->Source)),
0055092e,register-indirect,005508e0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2729,SourceIsCharacter(&(pQueue->Source)),
00550955,register-indirect,005508e0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2730,pQueue->Target.iType == TARGET_TYPE_MONSTER,
00550a30,register-indirect,00550a00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2766,pQueue->Target.iType == TARGET_TYPE_MONSTER,
00550a4f,register-indirect,00550a00,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2767,pQueue->Target.iMonsterID != -1,
00550c7b,direct,00550c10,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2847,iChar != -1,
00550e03,direct,00550c10,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2874,pMonsterInfo,
00551130,direct,005510b0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,2998,iChar != -1,
00551956,direct,00551900,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,3339,FALSE,
00552147,register-indirect,005520d0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,3791,pTarget->iType == TARGET_TYPE_CHAR,
00552163,register-indirect,005520d0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,3792,pTarget->iChar != BAD_INDEX,
005527fc,direct,005526f0,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp,4463,0,
