call_site,containing_function,source_path,line,expression
00442fe0,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4252,pacVariableName
00443e79,00443dc0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4252,pacVariableName
00445337,00445200,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4252,pacVariableName
0043fe5b,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX
0043ff34,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX
00440c09,004409b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX
00440c37,004409b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX
004440a9,00444030,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX
0043d403,0043d120,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX
0043d4d9,0043d120,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX
00444149,004440d0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX
004443d4,00444310,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4419,pacName
0043f34e,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4830,m_pCountdown
0043f3e0,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4830,m_pCountdown
00440543,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4830,m_pCountdown
0044515e,00445140,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,5013,pWorld
004baf79,004baf60,C:\Projects\Wizardry 8\Engine Code\UpdateMesh.cpp,674,pWorld
0042415b,00424040,C:\Projects\Wizardry 8\Engine Code\Video2.cpp,1589,psrMouseSurface
004240e2,00424040,C:\Projects\Wizardry 8\Engine Code\Video2.cpp,1595,psrMouseSurface
004241d1,00424040,C:\Projects\Wizardry 8\Engine Code\Video2.cpp,1601,psrMouseSurface
004e1065,004e1040,C:\Projects\Wizardry 8\Level Specific Code\Arnika.cpp,494,pMookHolo
004e23fd,004e23c0,C:\Projects\Wizardry 8\Level Specific Code\Arnika.cpp,1469,pTrigger
004e24b6,004e2420,C:\Projects\Wizardry 8\Level Specific Code\Arnika.cpp,1520,pTrigger
004e2540,004e24e0,C:\Projects\Wizardry 8\Level Specific Code\Arnika.cpp,1543,pTrigger
004d9b0a,004d9ad0,C:\Projects\Wizardry 8\Level Specific Code\Cosmic Circle.cpp,25,pNPC
004d71c7,004d6bf0,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,231,pTrigger
004d8a78,004d6bf0,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,762,pTrigger
004d8da9,004d6bf0,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,826,pTrigger
005587e9,005587c0,C:\Projects\Wizardry 8\Local Code\ButtonSound.cpp,93,giSchemeStackTop < SCHEME_STACK_SIZE
00557a10,005579e0,C:\Projects\Wizardry 8\Local Code\CharGeneration.cpp,896,iModifier < 0
00557bef,00557bc0,C:\Projects\Wizardry 8\Local Code\CharGeneration.cpp,1096,iModifier < 0
0055c3b2,0055c390,C:\Projects\Wizardry 8\Local Code\chunk.cpp,310,pHead
0055c059,0055c000,C:\Projects\Wizardry 8\Local Code\chunk.cpp,496,pHead
0055c0d9,0055c080,C:\Projects\Wizardry 8\Local Code\chunk.cpp,496,pHead
0055c67f,0055c660,C:\Projects\Wizardry 8\Local Code\chunk.cpp,496,pHead
0055c6af,0055c690,C:\Projects\Wizardry 8\Local Code\chunk.cpp,516,pHead
0055ca3c,0055ca20,C:\Projects\Wizardry 8\Local Code\chunk.cpp,640,!m_fWriting
0055c175,0055c100,C:\Projects\Wizardry 8\Local Code\chunk.cpp,669,m_fWriting
0055c60d,0055c5a0,C:\Projects\Wizardry 8\Local Code\chunk.cpp,669,m_fWriting
0055c9b2,0055c930,C:\Projects\Wizardry 8\Local Code\chunk.cpp,669,m_fWriting
0055ca9c,0055ca80,C:\Projects\Wizardry 8\Local Code\chunk.cpp,669,m_fWriting
0055cb7f,0055cb60,C:\Projects\Wizardry 8\Local Code\chunk.cpp,771,pHead
0053d2b8,0053d2a0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT
0053d3d9,0053d390,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT
0053d6cb,0053d680,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT
0053d78d,0053d680,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT
0053d809,0053d680,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT
0053d8fb,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT
0053f8bf,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,102,uiHand < HAND_COUNT
0053d4cb,0053d4b0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,235,uiAttack < MAX_MONSTER_ATTACKS
0053d88d,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,436,uiChar < MAX_CHARS
0053df17,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,640,CHAR_CURRENT_TARGET(uiChar).iType == TARGET_TYPE_CHAR
0053df3d,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,641,CHAR_CURRENT_TARGET(uiChar).iChar != BAD_INDEX
0053e00a,0053d870,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,671,pPC->Hand[uiHand].uiHolds != HOLDS_NOTHING
0053e554,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,857,plsFumbleTargetList != NULL
0053f865,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,1553,pCmbt->uiSwingsRemaining > 0
00540118,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,1864,FALSE
0054038e,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2012,plsFumbleTargetList != NULL
005405de,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2059,pMonsterInfo->fMissileReleased
0054103c,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2384,pCmbt->uiSwingsRemaining > 0
00541998,00541630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2769,pMonsterInfo->Target.iType == TARGET_TYPE_MONSTER
00541b01,00541630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,2813,pAttack->ubWeaponNameIndex != MON_WEAPON_NAME_UNARMED
00542111,00541ec0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3056,gpCombat->TargetHit.iMonsterID != BAD_INDEX
0054219c,00541ec0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3071,gpCombat->TargetHit.iChar != BAD_INDEX
00542468,00541ec0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3152,pPC->Hand[uiHand].uiHolds == HOLDS_NOTHING
00542518,00541ec0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3157,pPC->Hand[uiHand].uiHolds == HOLDS_NOTHING
005423ca,00541ec0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3164,pPC->Hand[uiHand].uiHolds != HOLDS_NOTHING
005429a1,00542960,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3387,gpCombat->TargetHit.iChar != BAD_INDEX
00542a54,00542960,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3400,gpCombat->TargetHit.iMonsterID != BAD_INDEX
00542dcd,00542db0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3557,fsAttackModes != 0
00542e8a,00542db0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3663,FALSE
00542f91,00542db0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3784,FALSE
00543097,00542fc0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,3834,FALSE
0054324e,00543110,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4006,FALSE
0053e5dc,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4560,uiNumTargets > 0
0054041a,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4560,uiNumTargets > 0
0053e6f0,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4734,uiChoices > 0
005404d6,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4734,uiChoices > 0
0053e71f,0053e250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4738,pListElement != NULL
00540505,0053ffe0,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4738,pListElement != NULL
0054437b,00544250,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4775,SourceIsMonster(pSource)
0054476c,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4952,FALSE
005448ad,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,4998,pSource->iMonsterID != -1
00544b40,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,5050,FALSE
00544ab7,00544630,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,5097,pMissileFired
00545a70,00545a00,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,5788,FALSE
0054623d,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6170,FALSE
0054639a,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6191,FALSE
005464d3,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6205,FALSE
005466ff,00545e50,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp,6268,uiSuccessfulCnt > 0
